"","protein_id","length","cysteine_content","accession_hit","sequence_identity","alignment_length","evalue","bit_score","accession_hit_description","Ref_L","Ratio","Ref_length","Plot","nb_hits","Outlier"
"447","KAH8023076.1",1411,0.0538625088589653,"Q66S03",0.281,107,5.3e-05,47,"Galactose-specific lectin nattectin (CTL)",159,8.87421383647799,159,"Plot 15",91,"Yes"
"448","Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1",301,0.0132890365448505,"D1MZV3",0.479,146,7.62e-34,131,"Natriuretic peptide",161,1.8695652173913,161,"Plot 15",83,"Yes"
"449","Phalotris_mertensi_GEHL01_id_lcl|GEHL01006909.1_prot_JAS03141.1_1",286,0.00699300699300699,"D1MZV3",0.291,286,9.128e-32,125,"Natriuretic peptide",161,1.77639751552795,161,"Plot 15",83,"Yes"
"450","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01073342.1.p1",838,0.0429594272076372,"P31989",0.326,159,6.066e-18,85,"Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase (SVMP) (EC 3.4.24.-); Disintegrin jararacin (Platelet aggregation activation inhibitor); Disintegrin jararacin-AGEEC; Disintegrin jararacin-GEEC; Disintegrin jararacin-EC]",161,5.20496894409938,161,"Plot 15",5,"Yes"
"451","Aam-158571",415,0.0746987951807229,"W4VSH9",0.498,60,7.271e-09,59,"Kunitz-type U19-barytoxin-Tl1a (U19-BATX-Tl1a) (Kunitz-type serine protease inhibitor Kunitz-1)",176,2.35795454545455,176,"Plot 16",156,"Yes"
"452","Mulenga_Aam-158571",415,0.0746987951807229,"W4VSH9",0.498,60,7.271e-09,59,"Kunitz-type U19-barytoxin-Tl1a (U19-BATX-Tl1a) (Kunitz-type serine protease inhibitor Kunitz-1)",176,2.35795454545455,176,"Plot 16",156,"Yes"
"453","KAG0422732.1",514,0.0447470817120623,"W4VSH9",0.349,143,2.224e-17,84,"Kunitz-type U19-barytoxin-Tl1a (U19-BATX-Tl1a) (Kunitz-type serine protease inhibitor Kunitz-1)",176,2.92045454545455,176,"Plot 16",156,"Yes"
"454","MAA11737.1",375,0.0426666666666667,"W4VSH9",0.356,137,4.896e-17,83,"Kunitz-type U19-barytoxin-Tl1a (U19-BATX-Tl1a) (Kunitz-type serine protease inhibitor Kunitz-1)",176,2.13068181818182,176,"Plot 16",156,"Yes"
"455","JAP82178.1",360,0.0388888888888889,"W4VSH9",0.353,137,1.078e-16,82,"Kunitz-type U19-barytoxin-Tl1a (U19-BATX-Tl1a) (Kunitz-type serine protease inhibitor Kunitz-1)",176,2.04545454545455,176,"Plot 16",156,"Yes"
"456","KAH7951034.1",385,0.0311688311688312,"W4VSH9",0.623,54,2.967e-12,69,"Kunitz-type U19-barytoxin-Tl1a (U19-BATX-Tl1a) (Kunitz-type serine protease inhibitor Kunitz-1)",176,2.1875,176,"Plot 16",156,"Yes"
"457","KAH8023193.1",354,0.0451977401129944,"W4VSH9",0.62,54,6.492e-12,68,"Kunitz-type U19-barytoxin-Tl1a (U19-BATX-Tl1a) (Kunitz-type serine protease inhibitor Kunitz-1)",176,2.01136363636364,176,"Plot 16",156,"Yes"
"458","KAH8027206.1",550,0.0345454545454545,"W4VSH9",0.652,49,3.104e-11,66,"Kunitz-type U19-barytoxin-Tl1a (U19-BATX-Tl1a) (Kunitz-type serine protease inhibitor Kunitz-1)",176,3.125,176,"Plot 16",156,"Yes"
"459","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029031.1.p1",986,0.0405679513184584,"P0DM62",0.444,153,5.401e-31,124,"Astacin-like metalloprotease toxin 5 (EC 3.4.24.-) (Loxosceles astacin-like protease 5) (LALP5)",186,5.3010752688172,186,"Plot 16",93,"Yes"
"460","MCL6789175.1",1095,0.0356164383561644,"P0DM62",0.391,179,2.647e-30,122,"Astacin-like metalloprotease toxin 5 (EC 3.4.24.-) (Loxosceles astacin-like protease 5) (LALP5)",186,5.88709677419355,186,"Plot 16",93,"Yes"
"461","JAR93017.1",982,0.0397148676171079,"P0DM62",0.385,179,1.296e-29,120,"Astacin-like metalloprotease toxin 5 (EC 3.4.24.-) (Loxosceles astacin-like protease 5) (LALP5)",186,5.27956989247312,186,"Plot 16",93,"Yes"
"462","Trove_AA_86657",1017,0.0432645034414946,"P0DM62",0.386,179,1.296e-29,120,"Astacin-like metalloprotease toxin 5 (EC 3.4.24.-) (Loxosceles astacin-like protease 5) (LALP5)",186,5.46774193548387,186,"Plot 16",93,"Yes"
"463","MOY42301.1",1067,0.0393626991565136,"P0DM62",0.386,179,1.296e-29,120,"Astacin-like metalloprotease toxin 5 (EC 3.4.24.-) (Loxosceles astacin-like protease 5) (LALP5)",186,5.73655913978495,186,"Plot 16",93,"Yes"
"464","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01064063.1.p1",446,0.0381165919282511,"P83234",0.349,170,2.531e-22,99,"Ohanin",190,2.34736842105263,190,"Plot 16",60,"Yes"
"465","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01058633.1.p1",481,0.0353430353430353,"P83234",0.349,170,2.531e-22,99,"Ohanin",190,2.53157894736842,190,"Plot 16",60,"Yes"
"466","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01053343.1.p1",489,0.032719836400818,"P83234",0.378,139,1.4e-19,91,"Ohanin",190,2.57368421052632,190,"Plot 16",60,"Yes"
"467","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01051717.1.p1",353,0.0311614730878187,"P83234",0.343,167,5.964e-21,95,"Ohanin",190,1.85789473684211,190,"Plot 16",60,"Yes"
"468","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01061048.1.p1",455,0.032967032967033,"P83234",0.342,167,5.964e-21,95,"Ohanin",190,2.39473684210526,190,"Plot 16",60,"Yes"
"469","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01067561.1.p1",690,0.0260869565217391,"P83234",0.36,130,8.015e-16,80,"Ohanin",190,3.63157894736842,190,"Plot 16",60,"Yes"
"470","KAG0439215.1",1066,0.0356472795497186,"P83906",0.28,136,2.242e-08,58,"Vascular endothelial growth factor A (VEGF-A) (Vascular permeability factor) (VPF)",191,5.58115183246073,191,"Plot 16",141,"Yes"
"471","MCL6773147.1",331,0.0755287009063444,"I6VXS1",0.394,163,4.647e-27,113,"Anticoagulant protein rhipilin-2",195,1.6974358974359,195,"Plot 17",65,"Yes"
"472","JAP85037.1",347,0.0518731988472622,"I6VXS1",0.248,148,5.147e-06,51,"Anticoagulant protein rhipilin-2",195,1.77948717948718,195,"Plot 17",65,"Yes"
"473","JAA72311.1",319,0.0783699059561129,"I6VXS1",0.301,99,5.004e-05,48,"Anticoagulant protein rhipilin-2",195,1.63589743589744,195,"Plot 17",65,"Yes"
"474","MAA11560.1",347,0.0518731988472622,"I6VXS1",0.232,148,0.0002264,46,"Anticoagulant protein rhipilin-2",195,1.77948717948718,195,"Plot 17",65,"Yes"
"475","Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01000200.1.p1",525,0.0723809523809524,"Q0NZX8",0.392,224,7.644e-41,153,"Zinc metalloproteinase-disintegrin-like bothrojarin-3 (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)",196,2.67857142857143,196,"Plot 17",31,"Yes"
"476","KAH9376230.1",445,0.0179775280898876,"P0DPU6",0.456,189,1.486e-42,158,"Scoloptoxin SSD20",197,2.25888324873096,197,"Plot 17",31,"Yes"
"477","KAH9367731.1",576,0.0260416666666667,"P0DPU6",0.469,77,5.221e-12,69,"Scoloptoxin SSD20",197,2.9238578680203,197,"Plot 17",31,"Yes"
"478","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01046586.1.p1",391,0.0588235294117647,"Q2XXQ7",0.497,170,7.558e-43,159,"Cysteine-rich venom protein VAR8 (CRVP) (Cysteine-rich secretory protein VAR8) (CRISP-VAR8)",200,1.955,200,"Plot 17",117,"Yes"
"479","Hemiscolopendra_marginata_GHBY01.transdecoder.pep_id_GHBY01000671.1.p1",521,0.0690978886756238,"Q2XXQ7",0.357,169,3.309e-23,102,"Cysteine-rich venom protein VAR8 (CRVP) (Cysteine-rich secretory protein VAR8) (CRISP-VAR8)",200,2.605,200,"Plot 17",117,"Yes"
"480","Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01026303.1.p1",525,0.0171428571428571,"Q2XXQ7",0.259,148,2.689e-07,55,"Cysteine-rich venom protein VAR8 (CRVP) (Cysteine-rich secretory protein VAR8) (CRISP-VAR8)",200,2.625,200,"Plot 17",117,"Yes"
"481","Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01001145.1.p1",443,0.0158013544018059,"Q2XXQ7",0.26,144,5.761e-07,54,"Cysteine-rich venom protein VAR8 (CRVP) (Cysteine-rich secretory protein VAR8) (CRISP-VAR8)",200,2.215,200,"Plot 17",117,"Yes"
"482","Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01023072.1.p1",495,0.0181818181818182,"Q2XXQ7",0.27,144,2.714e-08,58,"Cysteine-rich venom protein VAR8 (CRVP) (Cysteine-rich secretory protein VAR8) (CRISP-VAR8)",200,2.475,200,"Plot 17",117,"Yes"
"483","Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01023070.1.p1",519,0.0173410404624277,"Q2XXQ7",0.27,144,2.714e-08,58,"Cysteine-rich venom protein VAR8 (CRVP) (Cysteine-rich secretory protein VAR8) (CRISP-VAR8)",200,2.595,200,"Plot 17",117,"Yes"
"484","Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01023071.1.p1",528,0.0170454545454545,"Q2XXQ7",0.27,144,2.714e-08,58,"Cysteine-rich venom protein VAR8 (CRVP) (Cysteine-rich secretory protein VAR8) (CRISP-VAR8)",200,2.64,200,"Plot 17",117,"Yes"
"485","KAH6945270.1",432,0.0162037037037037,"Q2XXQ7",0.255,144,1.233e-06,53,"Cysteine-rich venom protein VAR8 (CRVP) (Cysteine-rich secretory protein VAR8) (CRISP-VAR8)",200,2.16,200,"Plot 17",117,"Yes"
"486","Trove_AA_46794",436,0.0206422018348624,"Q2XXQ7",0.34,83,2.554e-05,49,"Cysteine-rich venom protein VAR8 (CRVP) (Cysteine-rich secretory protein VAR8) (CRISP-VAR8)",200,2.18,200,"Plot 17",117,"Yes"
"487","Trove_AA_184369",439,0.020501138952164,"Q2XXQ7",0.34,83,2.554e-05,49,"Cysteine-rich venom protein VAR8 (CRVP) (Cysteine-rich secretory protein VAR8) (CRISP-VAR8)",200,2.195,200,"Plot 17",117,"Yes"
"488","Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01000344.1.p1",371,0.0107816711590297,"Q5ECE3",0.228,160,5.519e-05,48,"Lopap (EC 3.4.21.-) (Lipocalin-1/4) (Prothrombin activator)",201,1.84577114427861,201,"Plot 17",23,"Yes"
"489","EEC12873.1",1045,0.104306220095694,"A0A3G5BID2",0.27,180,1.254e-12,71,"U-Kazal-Dg21.2",202,5.17326732673267,202,"Plot 17",22,"Yes"
"490","Trove_AA_12210",1254,0.0669856459330144,"A0A3G5BID2",0.235,163,5.824e-06,51,"U-Kazal-Dg21.2",202,6.20792079207921,202,"Plot 17",22,"Yes"
"491","Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038273.1.p1",370,0.0135135135135135,"P86976",0.214,218,1.303e-07,56,"Zinc metalloproteinase barnettlysin-1 (EC 3.4.24.-) (Barnettlysin-I) (Snake venom metalloproteinase) (SVMP)",202,1.83168316831683,202,"Plot 17",14,"Yes"
"492","JAP85269.1",322,0.0559006211180124,"P86976",0.29,95,0.001125,44,"Zinc metalloproteinase barnettlysin-1 (EC 3.4.24.-) (Barnettlysin-I) (Snake venom metalloproteinase) (SVMP)",202,1.59405940594059,202,"Plot 17",14,"Yes"
"493","Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01002763.1.p1",317,0.0946372239747634,"Q8T0W2",0.374,187,2.414e-29,120,"Pacifastin-like protease inhibitor cvp4 (Cysteine-rich venom protein 4)",203,1.5615763546798,203,"Plot 17",14,"Yes"
"494","Urolepis_rufipes_GFPA01.transdecoder.pep_id_GFPA01000430.1.p1",317,0.0946372239747634,"Q8T0W2",0.394,170,2.597e-28,117,"Pacifastin-like protease inhibitor cvp4 (Cysteine-rich venom protein 4)",203,1.5615763546798,203,"Plot 17",14,"Yes"
"495","KAH8040544.1",455,0.0263736263736264,"P0DPU1",0.366,206,5.485e-32,128,"Scoloptoxin SSD976 (Cysteine-rich venom protein) (CRVP)",210,2.16666666666667,210,"Plot 18",151,"Yes"
"496","KAH9376241.1",409,0.0415647921760391,"P0DPU1",0.366,202,5.905e-31,125,"Scoloptoxin SSD976 (Cysteine-rich venom protein) (CRVP)",210,1.94761904761905,210,"Plot 18",151,"Yes"
"497","KAH6942651.1",544,0.0220588235294118,"P0DPU1",0.34,199,3.795e-26,111,"Scoloptoxin SSD976 (Cysteine-rich venom protein) (CRVP)",210,2.59047619047619,210,"Plot 18",151,"Yes"
"498","KAG0430528.1",607,0.0313014827018122,"P0DPU1",0.353,144,1.303e-17,86,"Scoloptoxin SSD976 (Cysteine-rich venom protein) (CRVP)",210,2.89047619047619,210,"Plot 18",151,"Yes"
"499","KAH7953761.1",463,0.0237580993520518,"P0DPU1",0.331,166,5.692e-19,90,"Scoloptoxin SSD976 (Cysteine-rich venom protein) (CRVP)",210,2.2047619047619,210,"Plot 18",151,"Yes"
"500","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01062113.1.p1",453,0.0529801324503311,"P0DPU1",0.342,171,2.341e-21,97,"Scoloptoxin SSD976 (Cysteine-rich venom protein) (CRVP)",210,2.15714285714286,210,"Plot 18",151,"Yes"
"501","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01035171.1.p1",496,0.0504032258064516,"P0DPU1",0.342,171,2.341e-21,97,"Scoloptoxin SSD976 (Cysteine-rich venom protein) (CRVP)",210,2.36190476190476,210,"Plot 18",151,"Yes"
"502","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01059428.1.p1",496,0.0524193548387097,"P0DPU1",0.333,171,5.416e-20,93,"Scoloptoxin SSD976 (Cysteine-rich venom protein) (CRVP)",210,2.36190476190476,210,"Plot 18",151,"Yes"
"503","KAG0418259.1",339,0.0206489675516224,"P0DPU1",0.321,129,1.548e-11,68,"Scoloptoxin SSD976 (Cysteine-rich venom protein) (CRVP)",210,1.61428571428571,210,"Plot 18",151,"Yes"
"504","Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01000768.1.p1",497,0.0201207243460765,"P0DPU1",0.241,153,6.647e-06,51,"Scoloptoxin SSD976 (Cysteine-rich venom protein) (CRVP)",210,2.36666666666667,210,"Plot 18",151,"Yes"
"505","Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01027111.1.p1",527,0.0189753320683112,"P0DPU1",0.241,153,6.647e-06,51,"Scoloptoxin SSD976 (Cysteine-rich venom protein) (CRVP)",210,2.50952380952381,210,"Plot 18",151,"Yes"
"506","KAH8037322.1",356,0.00842696629213483,"P0DPU1",0.333,84,6.328e-05,48,"Scoloptoxin SSD976 (Cysteine-rich venom protein) (CRVP)",210,1.6952380952381,210,"Plot 18",151,"Yes"
"507","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01053043.1.p1",545,0.0440366972477064,"D9IX98",0.671,174,1.247e-68,234,"Natriuretic peptide Oh-NP",210,2.5952380952381,210,"Plot 17",103,"Yes"
"508","KAH6939066.1",463,0.0453563714902808,"P0DQA2",0.209,209,3.604e-06,52,"U-scoloptoxin(11)-Sm7a (U-SLPTX(11)-Sm7a)",219,2.11415525114155,219,"Plot 18",44,"Yes"
"509","KAH7964775.1",489,0.0429447852760736,"P0DQA2",0.208,209,7.628e-06,51,"U-scoloptoxin(11)-Sm7a (U-SLPTX(11)-Sm7a)",219,2.23287671232877,219,"Plot 18",44,"Yes"
"510","Trove_AA_63425",471,0.0233545647558386,"E2IYB3",0.447,81,1.974e-11,68,"Veficolin-1",221,2.13122171945701,221,"Plot 18",69,"Yes"
"511","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01062882.1.p1",409,0.0366748166259169,"E2IYB3",0.496,79,4.157e-14,76,"Veficolin-1",221,1.85067873303167,221,"Plot 18",69,"Yes"
"512","Trove_AA_86110",454,0.0198237885462555,"E2IYB3",0.429,64,3.713e-06,52,"Veficolin-1",221,2.05429864253394,221,"Plot 18",69,"Yes"
"513","Trove_AA_100974",454,0.0198237885462555,"E2IYB3",0.429,64,3.713e-06,52,"Veficolin-1",221,2.05429864253394,221,"Plot 18",69,"Yes"
"514","Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01008698.1.p1",722,0.0554016620498615,"P0DJ86",0.28,206,2.299e-17,86,"Thrombin-like enzyme leucurobin (Leuc) (SVTLE) (EC 3.4.21.74) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP)",231,3.12554112554113,231,"Plot 18",486,"Yes"
"515","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01032289.1.p1",738,0.0636856368563686,"P0DJ86",0.342,138,5.195e-15,79,"Thrombin-like enzyme leucurobin (Leuc) (SVTLE) (EC 3.4.21.74) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP)",231,3.1948051948052,231,"Plot 18",486,"Yes"
"516","Trove_AA_80524",360,0.0472222222222222,"P0DJ86",0.246,196,1.115e-10,66,"Thrombin-like enzyme leucurobin (Leuc) (SVTLE) (EC 3.4.21.74) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP)",231,1.55844155844156,231,"Plot 18",486,"Yes"
"517","MXU99252.1",417,0.0407673860911271,"P0DJ86",0.194,324,1.115e-10,66,"Thrombin-like enzyme leucurobin (Leuc) (SVTLE) (EC 3.4.21.74) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP)",231,1.80519480519481,231,"Plot 18",486,"Yes"
"518","MXU99529.1",455,0.0417582417582417,"P0DJ86",0.231,199,1.056e-08,60,"Thrombin-like enzyme leucurobin (Leuc) (SVTLE) (EC 3.4.21.74) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP)",231,1.96969696969697,231,"Plot 18",486,"Yes"
"519","Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000052.1.p1",672,0.056547619047619,"P0DJ86",0.237,155,1.897e-05,50,"Thrombin-like enzyme leucurobin (Leuc) (SVTLE) (EC 3.4.21.74) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP)",231,2.90909090909091,231,"Plot 18",486,"Yes"
"520","JAR89448.1",419,0.045346062052506,"P0DJ86",0.226,167,3.984e-05,49,"Thrombin-like enzyme leucurobin (Leuc) (SVTLE) (EC 3.4.21.74) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP)",231,1.81385281385281,231,"Plot 18",486,"Yes"
"521","KAG0411027.1",541,0.0369685767097967,"P0DJ86",0.209,186,0.0001751,47,"Thrombin-like enzyme leucurobin (Leuc) (SVTLE) (EC 3.4.21.74) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP)",231,2.34199134199134,231,"Plot 18",486,"Yes"
"522","Naja_philippinensis_GIJK01.transdecoder.pep_id_GIJK01000123.1.p1",357,0.0560224089635854,"P0DJ86",0.211,181,0.0003664,46,"Thrombin-like enzyme leucurobin (Leuc) (SVTLE) (EC 3.4.21.74) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP)",231,1.54545454545455,231,"Plot 18",486,"Yes"
"523","Micrurus_fulvius_GAEP01_id_lcl|GAEP01000821.1_prot_JAB54000.1_1",511,0.0587084148727984,"B2BS84",0.286,278,5.88e-28,118,"Putative Kunitz-type serine protease inhibitor",252,2.02777777777778,252,"Plot 19",113,"Yes"
"524","Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01015098.1.p1",512,0.05859375,"B2BS84",0.291,278,2.549e-29,122,"Putative Kunitz-type serine protease inhibitor",252,2.03174603174603,252,"Plot 19",113,"Yes"
"525","Boiga_irregularis_GBSH01_id_lcl|GBSH01000088.1_prot_JAG68936.1_1",513,0.0565302144249513,"B2BS84",0.289,280,5.589e-29,121,"Putative Kunitz-type serine protease inhibitor",252,2.03571428571429,252,"Plot 19",113,"Yes"
"526","Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1",513,0.0565302144249513,"B2BS84",0.289,280,5.589e-29,121,"Putative Kunitz-type serine protease inhibitor",252,2.03571428571429,252,"Plot 19",113,"Yes"
"527","Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1",513,0.0565302144249513,"B2BS84",0.278,284,6.17e-27,115,"Putative Kunitz-type serine protease inhibitor",252,2.03571428571429,252,"Plot 19",113,"Yes"
"528","Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01015998.1.p1",481,0.0602910602910603,"B2BS84",0.289,264,6.17e-27,115,"Putative Kunitz-type serine protease inhibitor",252,1.90873015873016,252,"Plot 19",113,"Yes"
"529","Crotalus_horridus_GBKC01_id_lcl|GBKC01001831.1_prot_JAG44239.1_1",513,0.0565302144249513,"B2BS84",0.289,280,5.589e-29,121,"Putative Kunitz-type serine protease inhibitor",252,2.03571428571429,252,"Plot 19",113,"Yes"
"530","Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003051.1_prot_JAA94892.1_1",513,0.0565302144249513,"B2BS84",0.289,280,5.589e-29,121,"Putative Kunitz-type serine protease inhibitor",252,2.03571428571429,252,"Plot 19",113,"Yes"
"531","Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000018.1.p1",514,0.056420233463035,"B2BS84",0.289,280,5.589e-29,121,"Putative Kunitz-type serine protease inhibitor",252,2.03968253968254,252,"Plot 19",113,"Yes"
"532","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01029214.1.p1",457,0.037199124726477,"B2BS84",0.254,211,1.761e-13,75,"Putative Kunitz-type serine protease inhibitor",252,1.81349206349206,252,"Plot 19",113,"Yes"
"533","KAH6926479.1",735,0.0258503401360544,"B2BS84",0.597,50,6.924e-09,61,"Putative Kunitz-type serine protease inhibitor",252,2.91666666666667,252,"Plot 19",113,"Yes"
"534","MAA11595.1",477,0.0440251572327044,"B2BS84",0.278,153,7.297e-10,64,"Putative Kunitz-type serine protease inhibitor",252,1.89285714285714,252,"Plot 19",113,"Yes"
"535","MCL6771035.1",1224,0.0212418300653595,"C9D7R2",0.415,171,1.249e-30,126,"Astacin-like metalloprotease toxin 2 (EC 3.4.24.-) (Loxosceles astacin-like protease 2) (LALP2)",256,4.78125,256,"Plot 19",56,"Yes"
"536","KAH9381560.1",569,0.0263620386643234,"C9D7R2",0.247,217,8.7e-13,73,"Astacin-like metalloprotease toxin 2 (EC 3.4.24.-) (Loxosceles astacin-like protease 2) (LALP2)",256,2.22265625,256,"Plot 19",56,"Yes"
"537","MCL6792231.1",2473,0.0283057015770319,"G4V4G1",0.315,94,5.524e-05,49,"Insulin-like growth factor-binding protein-related protein 1 (IGFBP-rP1)",261,9.47509578544061,261,"Plot 19",98,"Yes"
"538","MOY38669.1",699,0.0872675250357654,"A0A6P8HC43",0.431,254,3.416e-54,196,"Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]",285,2.45263157894737,285,"Plot 19",582,"Yes"
"539","MOY38670.1",699,0.0886981402002861,"A0A6P8HC43",0.431,254,3.416e-54,196,"Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]",285,2.45263157894737,285,"Plot 19",582,"Yes"
"540","GBXQ01023993.1.p1",700,0.0885714285714286,"A0A6P8HC43",0.434,254,7.007e-55,198,"Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]",285,2.45614035087719,285,"Plot 19",582,"Yes"
"541","JAR95007.1",2069,0.101981633639439,"A0A6P8HC43",0.472,254,1.861e-62,220,"Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]",285,7.25964912280702,285,"Plot 19",582,"Yes"
"542","MOY41961.1",2603,0.0902804456396466,"A0A6P8HC43",0.47,254,1.861e-62,220,"Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]",285,9.13333333333333,285,"Plot 19",582,"Yes"
"543","KAG0425547.1",3115,0.0776886035313002,"A0A6P8HC43",0.471,254,1.861e-62,220,"Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]",285,10.9298245614035,285,"Plot 19",582,"Yes"
"544","JAP85753.1",587,0.0834752981260647,"A0A6P8HC43",0.422,254,3.949e-52,190,"Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]",285,2.05964912280702,285,"Plot 19",582,"Yes"
"545","JAP85752.1",632,0.0870253164556962,"A0A6P8HC43",0.422,254,3.949e-52,190,"Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]",285,2.21754385964912,285,"Plot 19",582,"Yes"
"546","JAP85755.1",650,0.0846153846153846,"A0A6P8HC43",0.422,254,3.949e-52,190,"Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]",285,2.28070175438596,285,"Plot 19",582,"Yes"
"547","KAH6926582.1",652,0.0828220858895705,"A0A6P8HC43",0.49,258,1.251e-67,235,"Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]",285,2.28771929824561,285,"Plot 19",582,"Yes"
