Species,Cat,protein_id,toxin_hit,accession_hit_description,Toxin_hit_cat
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1SL47|G1SL47_RABIT,P0DPS4,Basic phospholipase A2 Cc2-PLA2 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase),Phospholipase
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1SL43|G1SL43_RABIT,P80003,Acidic phospholipase A2 PA4 (PLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) [Cleaved into: Acidic phospholipase A2 PA2],Phospholipase
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1SU18|G1SU18_RABIT,P0DM56,Venom peptide SjAPI-2 (Ascaris-type protease inhibitor-2),Protease inhibitor
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|F5XVB8|F5XVB8_RABIT,P0DM56,Venom peptide SjAPI-2 (Ascaris-type protease inhibitor-2),Protease inhibitor
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1U334|G1U334_RABIT,P0DM56,Venom peptide SjAPI-2 (Ascaris-type protease inhibitor-2),Protease inhibitor
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1T2J5|G1T2J5_RABIT,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme),Serine protease
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1T9A5|G1T9A5_RABIT,B2BS84,Putative Kunitz-type serine protease inhibitor,Serine protease inhibitor
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1SYG6|G1SYG6_RABIT,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19),Serine protease inhibitor
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1SZM2|G1SZM2_RABIT,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19),Serine protease inhibitor
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1ST52|G1ST52_RABIT,Q6T269,Kunitz-type serine protease inhibitor bitisilin-3 (Two-Kunitz protease inhibitor),Serine protease inhibitor
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1TEG5|G1TEG5_RABIT,D8VNT0,Ryncolin-4,Veficolin
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1TW43|G1TW43_RABIT,D8VNT0,Ryncolin-4,Veficolin
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1SVD1|G1SVD1_RABIT,D8VNT0,Ryncolin-4,Veficolin
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1SSA8|G1SSA8_RABIT,D8VNT0,Ryncolin-4,Veficolin
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1TKR0|G1TKR0_RABIT,D8VNT0,Ryncolin-4,Veficolin
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1TWA7|G1TWA7_RABIT,E2IYB3,Veficolin-1,Veficolin
Oryctolagus cuniculus,Mammal,All_sequences_Mulenga2020_id_tr|G1T0X2|G1T0X2_RABIT,E2IYB3,Veficolin-1,Veficolin
