Clust_Ref,Clust_Seq,Seq_o,Rep_nb,Species,Clust_o,Clust_od
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003051.1_prot_JAA94892.1_1_rep19,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003051.1_prot_JAA94892.1_1,19,Crotalus_horridus,B2BS84,Putative Kunitz-type serine protease inhibitor
Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1_rep3,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003051.1_prot_JAA94892.1_1_rep2,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003051.1_prot_JAA94892.1_1,2,Crotalus_horridus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003051.1_prot_JAA94892.1_1_rep24,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003051.1_prot_JAA94892.1_1,24,Crotalus_horridus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003051.1_prot_JAA94892.1_1_rep25,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003051.1_prot_JAA94892.1_1,25,Crotalus_horridus,B2BS84,Putative Kunitz-type serine protease inhibitor
Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1_rep3,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003051.1_prot_JAA94892.1_1_rep3,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003051.1_prot_JAA94892.1_1,3,Crotalus_horridus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003051.1_prot_JAA94892.1_1_rep4,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003051.1_prot_JAA94892.1_1,4,Crotalus_horridus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003051.1_prot_JAA94892.1_1_rep5,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003051.1_prot_JAA94892.1_1,5,Crotalus_horridus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003051.1_prot_JAA94892.1_1_rep9,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003051.1_prot_JAA94892.1_1,9,Crotalus_horridus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01004899.1.p1_rep10,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003060.1_prot_JAA94883.1_1_rep13,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003060.1_prot_JAA94883.1_1,13,Crotalus_horridus,P0DUN4,Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01004899.1.p1_rep10,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003060.1_prot_JAA94883.1_1_rep22,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003060.1_prot_JAA94883.1_1,22,Crotalus_horridus,P0DUN4,Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01004899.1.p1_rep10,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003061.1_prot_JAA94882.1_1_rep22,Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003061.1_prot_JAA94882.1_1,22,Crotalus_horridus,P0DUN4,Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_horridus_GBKC01_id_lcl|GBKC01001831.1_prot_JAG44239.1_1_rep11,Crotalus_horridus_GBKC01_id_lcl|GBKC01001831.1_prot_JAG44239.1_1,11,Crotalus_horridus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_horridus_GBKC01_id_lcl|GBKC01001831.1_prot_JAG44239.1_1_rep12,Crotalus_horridus_GBKC01_id_lcl|GBKC01001831.1_prot_JAG44239.1_1,12,Crotalus_horridus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_horridus_GBKC01_id_lcl|GBKC01001831.1_prot_JAG44239.1_1_rep13,Crotalus_horridus_GBKC01_id_lcl|GBKC01001831.1_prot_JAG44239.1_1,13,Crotalus_horridus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_horridus_GBKC01_id_lcl|GBKC01001831.1_prot_JAG44239.1_1_rep14,Crotalus_horridus_GBKC01_id_lcl|GBKC01001831.1_prot_JAG44239.1_1,14,Crotalus_horridus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_horridus_GBKC01_id_lcl|GBKC01001831.1_prot_JAG44239.1_1_rep16,Crotalus_horridus_GBKC01_id_lcl|GBKC01001831.1_prot_JAG44239.1_1,16,Crotalus_horridus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_horridus_GBKC01_id_lcl|GBKC01001831.1_prot_JAG44239.1_1_rep18,Crotalus_horridus_GBKC01_id_lcl|GBKC01001831.1_prot_JAG44239.1_1,18,Crotalus_horridus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_horridus_GBKC01_id_lcl|GBKC01001831.1_prot_JAG44239.1_1_rep19,Crotalus_horridus_GBKC01_id_lcl|GBKC01001831.1_prot_JAG44239.1_1,19,Crotalus_horridus,B2BS84,Putative Kunitz-type serine protease inhibitor
Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1_rep3,Crotalus_horridus_GBKC01_id_lcl|GBKC01001831.1_prot_JAG44239.1_1_rep2,Crotalus_horridus_GBKC01_id_lcl|GBKC01001831.1_prot_JAG44239.1_1,2,Crotalus_horridus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_horridus_GBKC01_id_lcl|GBKC01001831.1_prot_JAG44239.1_1_rep24,Crotalus_horridus_GBKC01_id_lcl|GBKC01001831.1_prot_JAG44239.1_1,24,Crotalus_horridus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_horridus_GBKC01_id_lcl|GBKC01001831.1_prot_JAG44239.1_1_rep25,Crotalus_horridus_GBKC01_id_lcl|GBKC01001831.1_prot_JAG44239.1_1,25,Crotalus_horridus,B2BS84,Putative Kunitz-type serine protease inhibitor
Boiga_irregularis_GDBA01_id_lcl|GDBA01000088.1_prot_JAS04573.1_1_rep3,Crotalus_horridus_GBKC01_id_lcl|GBKC01001831.1_prot_JAG44239.1_1_rep3,Crotalus_horridus_GBKC01_id_lcl|GBKC01001831.1_prot_JAG44239.1_1,3,Crotalus_horridus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_horridus_GBKC01_id_lcl|GBKC01001831.1_prot_JAG44239.1_1_rep4,Crotalus_horridus_GBKC01_id_lcl|GBKC01001831.1_prot_JAG44239.1_1,4,Crotalus_horridus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_horridus_GBKC01_id_lcl|GBKC01001831.1_prot_JAG44239.1_1_rep5,Crotalus_horridus_GBKC01_id_lcl|GBKC01001831.1_prot_JAG44239.1_1,5,Crotalus_horridus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_atrox_GEDR01_id_lcl|GEDR01000073.1_prot_JAV01889.1_1_rep18,Crotalus_horridus_GBKC01_id_lcl|GBKC01001831.1_prot_JAG44239.1_1_rep9,Crotalus_horridus_GBKC01_id_lcl|GBKC01001831.1_prot_JAG44239.1_1,9,Crotalus_horridus,B2BS84,Putative Kunitz-type serine protease inhibitor
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01004899.1.p1_rep10,Crotalus_horridus_GBKC01_id_lcl|GBKC01002426.1_prot_JAG43644.1_1_rep21,Crotalus_horridus_GBKC01_id_lcl|GBKC01002426.1_prot_JAG43644.1_1,21,Crotalus_horridus,P0DUN4,Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)
Crotalus_horridus_GBKC01_id_lcl|GBKC01002426.1_prot_JAG43644.1_1_rep23,Crotalus_horridus_GBKC01_id_lcl|GBKC01002426.1_prot_JAG43644.1_1_rep23,Crotalus_horridus_GBKC01_id_lcl|GBKC01002426.1_prot_JAG43644.1_1,0,Crotalus_horridus,P0DUN4,Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01004899.1.p1_rep10,Crotalus_horridus_GBKC01_id_lcl|GBKC01002432.1_prot_JAG43638.1_1_rep10,Crotalus_horridus_GBKC01_id_lcl|GBKC01002432.1_prot_JAG43638.1_1,10,Crotalus_horridus,P0DUN4,Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01004899.1.p1_rep10,Crotalus_horridus_GBKC01_id_lcl|GBKC01002432.1_prot_JAG43638.1_1_rep22,Crotalus_horridus_GBKC01_id_lcl|GBKC01002432.1_prot_JAG43638.1_1,22,Crotalus_horridus,P0DUN4,Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01021613.1.p1_rep4,Crotalus_horridus_GBKD01_id_lcl|GBKD01000125.1_prot_JAG47493.1_1,Crotalus_horridus_GBKD01_id_lcl|GBKD01000125.1_prot_JAG47493.1_1,0,Crotalus_horridus,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01021613.1.p1_rep4,Crotalus_horridus_GBKD01_id_lcl|GBKD01000125.1_prot_JAG47493.1_1_rep18,Crotalus_horridus_GBKD01_id_lcl|GBKD01000125.1_prot_JAG47493.1_1,18,Crotalus_horridus,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01021613.1.p1_rep4,Crotalus_horridus_GBKD01_id_lcl|GBKD01000125.1_prot_JAG47493.1_1_rep2,Crotalus_horridus_GBKD01_id_lcl|GBKD01000125.1_prot_JAG47493.1_1,2,Crotalus_horridus,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01021613.1.p1_rep4,Crotalus_horridus_GBKD01_id_lcl|GBKD01000125.1_prot_JAG47493.1_1_rep23,Crotalus_horridus_GBKD01_id_lcl|GBKD01000125.1_prot_JAG47493.1_1,23,Crotalus_horridus,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01021613.1.p1_rep4,Crotalus_horridus_GBKD01_id_lcl|GBKD01000125.1_prot_JAG47493.1_1_rep4,Crotalus_horridus_GBKD01_id_lcl|GBKD01000125.1_prot_JAG47493.1_1,4,Crotalus_horridus,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19)
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01021613.1.p1_rep4,Crotalus_horridus_GBKD01_id_lcl|GBKD01000125.1_prot_JAG47493.1_1_rep6,Crotalus_horridus_GBKD01_id_lcl|GBKD01000125.1_prot_JAG47493.1_1,6,Crotalus_horridus,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19)
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01004899.1.p1_rep10,Crotalus_oreganus_helleri_GAKS01_id_lcl|GAKS01000025.1_prot_JAA97991.1_1_rep21,Crotalus_oreganus_helleri_GAKS01_id_lcl|GAKS01000025.1_prot_JAA97991.1_1,21,Crotalus_oreganus,P0DUN4,Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)
Crotalus_oreganus_helleri_GAKS01_id_lcl|GAKS01000025.1_prot_JAA97991.1_1_rep23,Crotalus_oreganus_helleri_GAKS01_id_lcl|GAKS01000025.1_prot_JAA97991.1_1_rep23,Crotalus_oreganus_helleri_GAKS01_id_lcl|GAKS01000025.1_prot_JAA97991.1_1,1,Crotalus_oreganus,P0DUN4,Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01004899.1.p1_rep10,Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000092.1.p2_rep17,Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000092.1.p2,17,Crotalus_simus,P0DUN4,Acidic phospholipase A2 braziliase-II (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1,Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1,Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1,0,Crotalus_simus,D1MZV3,Natriuretic peptide
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1_rep11,Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1_rep11,Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1,11,Crotalus_simus,D1MZV3,Natriuretic peptide
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1_rep24,Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1_rep14,Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1,14,Crotalus_simus,D1MZV3,Natriuretic peptide
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1_rep24,Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1_rep15,Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1,15,Crotalus_simus,D1MZV3,Natriuretic peptide
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1_rep24,Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1_rep16,Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1,16,Crotalus_simus,D1MZV3,Natriuretic peptide
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1_rep24,Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1_rep17,Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1,17,Crotalus_simus,D1MZV3,Natriuretic peptide
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1_rep24,Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1_rep18,Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1,18,Crotalus_simus,D1MZV3,Natriuretic peptide
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1_rep24,Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1_rep19,Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1,19,Crotalus_simus,D1MZV3,Natriuretic peptide
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1_rep24,Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1_rep20,Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1,20,Crotalus_simus,D1MZV3,Natriuretic peptide
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1_rep24,Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1_rep21,Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1,21,Crotalus_simus,D1MZV3,Natriuretic peptide
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1_rep24,Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1_rep22,Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1,22,Crotalus_simus,D1MZV3,Natriuretic peptide
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1_rep24,Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1_rep23,Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1,23,Crotalus_simus,D1MZV3,Natriuretic peptide
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1_rep24,Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1_rep24,Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000233.1.p1,24,Crotalus_simus,D1MZV3,Natriuretic peptide
Dendroaspis_jamesoni_jamesoni_GHPA01.transdecoder.pep_id_GHPA01000152.1.p2,Dendroaspis_jamesoni_jamesoni_GHPA01.transdecoder.pep_id_GHPA01000152.1.p2,Dendroaspis_jamesoni_jamesoni_GHPA01.transdecoder.pep_id_GHPA01000152.1.p2,0,Dendroaspis_jamesoni,F8J2B3,Long neurotoxin 13 (LNTX-13)
Dendroaspis_jamesoni_jamesoni_GHPA01.transdecoder.pep_id_GHPA01000152.1.p2,Dendroaspis_jamesoni_jamesoni_GHPA01.transdecoder.pep_id_GHPA01000152.1.p2_rep10,Dendroaspis_jamesoni_jamesoni_GHPA01.transdecoder.pep_id_GHPA01000152.1.p2,10,Dendroaspis_jamesoni,F8J2B3,Long neurotoxin 13 (LNTX-13)
Dendroaspis_jamesoni_jamesoni_GHPA01.transdecoder.pep_id_GHPA01000152.1.p2,Dendroaspis_jamesoni_jamesoni_GHPA01.transdecoder.pep_id_GHPA01000152.1.p2_rep3,Dendroaspis_jamesoni_jamesoni_GHPA01.transdecoder.pep_id_GHPA01000152.1.p2,3,Dendroaspis_jamesoni,F8J2B3,Long neurotoxin 13 (LNTX-13)
Dendroaspis_jamesoni_jamesoni_GHPA01.transdecoder.pep_id_GHPA01000152.1.p2,Dendroaspis_jamesoni_jamesoni_GHPA01.transdecoder.pep_id_GHPA01000152.1.p2_rep9,Dendroaspis_jamesoni_jamesoni_GHPA01.transdecoder.pep_id_GHPA01000152.1.p2,9,Dendroaspis_jamesoni,F8J2B3,Long neurotoxin 13 (LNTX-13)
Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000052.1.p1_rep20,Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000052.1.p1,Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000052.1.p1,0,Dendroaspis_polylepis,P0DJ86,Thrombin-like enzyme leucurobin (Leuc) (SVTLE) (EC 3.4.21.74) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP)
Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000052.1.p1_rep20,Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000052.1.p1_rep15,Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000052.1.p1,15,Dendroaspis_polylepis,P0DJ86,Thrombin-like enzyme leucurobin (Leuc) (SVTLE) (EC 3.4.21.74) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP)
Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000052.1.p1_rep20,Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000052.1.p1_rep19,Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000052.1.p1,19,Dendroaspis_polylepis,P0DJ86,Thrombin-like enzyme leucurobin (Leuc) (SVTLE) (EC 3.4.21.74) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP)
Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000052.1.p1_rep20,Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000052.1.p1_rep2,Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000052.1.p1,2,Dendroaspis_polylepis,P0DJ86,Thrombin-like enzyme leucurobin (Leuc) (SVTLE) (EC 3.4.21.74) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP)
Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000052.1.p1_rep20,Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000052.1.p1_rep20,Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000052.1.p1,20,Dendroaspis_polylepis,P0DJ86,Thrombin-like enzyme leucurobin (Leuc) (SVTLE) (EC 3.4.21.74) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP)
Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000052.1.p1_rep20,Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000052.1.p1_rep24,Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000052.1.p1,24,Dendroaspis_polylepis,P0DJ86,Thrombin-like enzyme leucurobin (Leuc) (SVTLE) (EC 3.4.21.74) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP)
Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000052.1.p1_rep20,Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000052.1.p1_rep3,Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000052.1.p1,3,Dendroaspis_polylepis,P0DJ86,Thrombin-like enzyme leucurobin (Leuc) (SVTLE) (EC 3.4.21.74) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP)
Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000052.1.p1_rep20,Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000052.1.p1_rep4,Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000052.1.p1,4,Dendroaspis_polylepis,P0DJ86,Thrombin-like enzyme leucurobin (Leuc) (SVTLE) (EC 3.4.21.74) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP)
Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000934.1.p1_rep14,Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000934.1.p1,Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000934.1.p1,0,Dendroaspis_polylepis,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19)
Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000934.1.p1_rep14,Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000934.1.p1_rep13,Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000934.1.p1,13,Dendroaspis_polylepis,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19)
Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000934.1.p1_rep14,Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000934.1.p1_rep14,Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000934.1.p1,14,Dendroaspis_polylepis,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19)
Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000934.1.p1_rep14,Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000934.1.p1_rep15,Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000934.1.p1,15,Dendroaspis_polylepis,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19)
Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000934.1.p1_rep14,Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000934.1.p1_rep2,Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000934.1.p1,2,Dendroaspis_polylepis,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19)
Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000934.1.p1_rep14,Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000934.1.p1_rep6,Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000934.1.p1,6,Dendroaspis_polylepis,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19)
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01023071.1.p1_rep13,Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01000768.1.p1,Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01000768.1.p1,0,Diadromus_collaris,P0DPU1,Scoloptoxin SSD976 (Cysteine-rich venom protein) (CRVP)
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01023071.1.p1_rep13,Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01000768.1.p1_rep10,Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01000768.1.p1,10,Diadromus_collaris,P0DPU1,Scoloptoxin SSD976 (Cysteine-rich venom protein) (CRVP)
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01023071.1.p1_rep13,Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01000768.1.p1_rep11,Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01000768.1.p1,11,Diadromus_collaris,P0DPU1,Scoloptoxin SSD976 (Cysteine-rich venom protein) (CRVP)
